Empresa,Relato,Avaliacao
C6 Bank,em agosto deste ano contratei o plano odontológico do c6 bank em parceria com a sul america. porém quando eu entro em contato com a clínica que o próprio banco disponibilliza no aplicativo não consigo agendar nem o básico avaliação e limpeza. a clínica consulta e diz que não houve liberação por parte do plano. três absurdos os telefones de contato com o plano odontológico não funcionam não consigo usar o serviço que contratei e o cancelamento só é realizado mediante pagamento de multa. show de horrores e falta de respeito gigante com o consumidor. obrigada,2
Banco Itaú Unibanco,cobraram várias taxas de renegociação de um contrato antigo onde em nenhum momento fui informada dessa cobrança foi debitado da minha conta o valor todo do meu salário que foi devolvido apenas 70 depois que fui até a agência e passei o constrangimento de ter um crise de ansiedade na agência onde a atendente fabíola me tratou com deboche e nem mesmo me ofereceu um auxílio ou um copo da água no momento do ocorrido.,2
Banco Itaú Unibanco,1 o principal motivo que me levou a essa situação foi o fato de estar com as finanças pessoais descontroladas e tratando como remédio a contratação de novos empréstimos para ficar em dia com os bancos. ansiedade financeira 2 valores pagos referente a juros para o itaú no ano de 2023  olhando o arquivo extrato anual de encargos_ano 2023 em anexo disponibilizado pelo próprio itaú  foram pagos ao itaú o valor total de r37.97311 durante todo o ano de 2023 só de juros tarifas e encargos. 3 os r77.61786 referente a empréstimos consignados contratados em 2023 sendo um no dia 19052023 contrato 162629927 no valor de r51.74611 e outro no dia 09062025 contrato 600975759 no valor de r25.87175. do total 89 do valor r68.80174 foram utilizados para pagar uma fatura do cartão de crédito itaú mastercard black  cashback como podem ver no arquivo extratoitau_maio e junho 2023 em anexo. 4 detalhe da fatura do cartão mastercard black  cashback citado no item 3 acima  analisando a fatura arquivo faturajunhoxxxxxx023 em anexo pode se observar que na composição da fatura tinha r6.02030 em juros  r30998 de juros de pagamento de contas e mais r3.94247 de juros dos parcelamentos sendo um total de r10.27275. teve um crédito de r18.57392 referente a antecipação dos parcelamentos mas é referente apenas ao valor devido sem os juros  os r10.27275 citados anteriormente de juros foi mantido e pago com o valor do consignado. são 13 do valor total do empréstimo pagos apenas em juros da fatura do cartão. considerando o valor total da fatura de r6880174 estamos falando que 89 dos 2 empréstimos consignados foram utilizados para o pagamento da fatura do cartão do próprio itaú. 5 empréstimo da empresa creditas com o carro em garantia  o valor de r21.69999 foi depositado na conta do itaú no dia 09042024 pela creditas como podem ver no arquivo extratoitauabril e junho 2024 em anexo esse é um empréstimo com o veículo em garantia contrato no ar00214294. a maior parte do valor foi utilizada para negociar os atrasos dos contratos do itaú o mesmo sendo beneficiado de mais de 55 do valor nos próximos 30 dias de acordo com o extrato em anexo. foram 46 no mesmo dia da contratação do empréstimo sendo uma transação de r10.00000 . resumo diante dos pontos relevantes citados anteriormente vejo que temos margem e valores relevantes que já foram pagos e que podem ajudar em uma condição melhor.,1
Banco Bradesco,em 18102024 verifiquei a o extrato bancário de minha conta corrente na qual constava cobrança de um empréstimo o qual desconheço no valor r28.71861 que por mim não é reconhecido pois eu não solicitei e não autorizei a contratação. entrei em contato também no dia 221024 as 14hrs sem solução para a cobrança indevida.,1
Banco Itaú Unibanco,meu telefone está vinculado a diversos cpfs desconhecidos dentro do itaú. faz quase 10 anos que tenho esse número.,2
Banco Inter (Banco Intermedium),gostaria de retirar meu nome do registrato do banco central motivo dívida prescrita .,1
Banco do Brasil,não quero mais meu nome no órgão de proteção ao crédito.,3
Banco do Brasil,gostaria que fosse retirado meu nome do registrato do banco central porque as dividas já prescreveram,5
Caixa Econômica Federal,solicito a exclusão da cobrança indevida referente à caixa econômica federal contrato nº 48014675 no valor de r1.431.85. a dívida em questão está prescrita conforme decisão do stj que impede a cobrança de dívidas caducadas tanto judicial quanto extrajudicialmente. a cobrança indevida vem gerando constrangimentos e transtornos configurando prática abusiva contra o consumidor pela empresa cobradora ativos s.a securitizadora de creditos financeiros que simplesmente tomou a divida em compra indevida essa cobrança é ilegal e abusiva sendo possível o ajuizamento de uma ação pedindo a declaração de inexigibilidade do débito. exijo a imediata baixa da cobrança e a retirada do meu nome de quaisquer cadastros de inadimplentes relacionados a esta dívida. aguardo providências e contato para resolução do problema.,1
Nubank,empresa tem ligações constante tirando meu sossego no meu local de trabalho e pessoal ligações acontecem logo depois das 600 da manha se estendendo ate as 2100.,1
C6 Bank,em consulta do sistema do banco central scr  sistema de informações de crédito observei que apesar de não ter dívidas com instituição bancária meu nome esta restrito internamente. ou seja a empresa mantém uma restrição interna do seguinte período 092022 até 072023. com efeito a restrição interna de crédito é considerada um abuso de direito e viola o código de defesa do consumidor cdc visto que o consumidor não possui dívidas com a instituição financeira banco c.6. por fim restou claro o motivo da retirada de crédito arbitraria do banco mesmo não havendo débitos. o consumidor tinha crédito junto ao banco e sempre pagou suas faturas além de manter grande movimentação de dinheiro. porém sem qualquer justificativa foi retirado o crédito do consumidor. de posse do histórico de crédito junto ao banco central ficou clara a violação dos direitos do reclamante.,3
Banco do Brasil,solicito a exclusão do valor descrito como prejuízo bancário,1
Nubank,em data verifiquei a o extrato  cartão de crédito  conta corrente na qual constava cobrança do serviço indique o serviço cobrado exemplo seguro título de capitalização etc no valor indique o valor da cobrança que por mim não é reconhecido pois eu não solicitei e não autorizei a contratação. descreva os contatos realizados com a empresa os indicando data horário e o atendimento recebido e informe se o valor contestado foi ou não pago,5
Banco do Brasil,estou com um problema na minha conta que sempre teve um limite da linha de crédito cdc e quando fui fazer uma verificação no dia 221024 verifiquei que estava sem limite de crédito. entrei em contato com a agencia xxxxxx fui informado que pela minha renda devido a politica do banco o meu crédito foi cancelado e não seria analisado sendo que nunca atrasei a fatura do meu cartão e quando tinha empréstimo nunca atrasei e quitei todos. pelo o que entendi pobre não pode ter linha de crédito pelo banco do brasil. se verificar o meu histórico movimento bastante a conta até faço a portabilidade do meu salário do itaú para o banco do brasil.,1
Banco do Brasil,já fui na agência do banco do brasil duas vezes para ter acesso a minha conta e eles dizem que está liberado e quando chego em casa continua do mesmo jeito sem poder fazer nenhuma transação nem cadastrar minha chave pix.,1
Caixa Econômica Federal,no dia 30092024 e no dia 01102024 após ir na farmácia comprar um leite materno e a compra foi negada após consulta no app da caixa foi identificado que fizeram saque em minha conta bancária da caixa econômica federal totalizando o valor de 5.346no dia 300924 sacaram 5 mil e no dia 01102024 sacaram o valor de 346 reaisapós ir na agência o gerente por nome anderson vasconcelos descobriu uma fraude no df onde foi utilizado meus dados para fazer uma biometria sacando todo o valor numa casa lotérica utilizando tbm uma selfaté o momento sem resposta da contestação a caixa econômica federal não entrou em contato comigoeu tenho que ir até a agência pagar táxi no valor de 120 para obter respostae quando chega na agência o gerente diz uma data que o meu dinheiro vai ser ressarcido e até o momento nada de dinheiroeu estando lactante precisando do dinheiro para comprar leitepagar contase infelizmente não foi possível devido a falha no sistema do bancoque não avisou através da notificação do aplicativo de todas as transações que fazemoseu exijo o ressarcimento do valor de 5.346 pq a caixa não está dando a atenção é uma humilhaçãoeu moro na cidade de são francisco do conde ba e meu dinheiro foi sacado no distrito federal numa casa lotérica da regiãosó quero o dinheiro que foi roubado em minha conta bancária apenas isso que me devolva o valor que levaram da minha contaque era para manter meu filho recém nascido até meu esposo arranjasse o próximo empregotive que pedi dinheiro emprestadoestou sem dormi dinheiromeu filho faltando roupas remédioseu tenho que pegar dinheiro emprestado para me deslocar até a agência faltando comida dentro de casaestou desesperada precisando que a caixa econômica federal ajude a solucionar meu problemaao entrar em contato com a agência bancária de origem através de telefone que raramente atendeo gerente diz que dependia do gerente geral para eu ser ressarcidoo gerente geral diz que depende do gerente do distrito federal a qual foi responsável pela fraudeum joga para o outro e não me dão uma resposta sobre meu ressarcimento infelizmente não estão levando o caso com seriedadeeu lactante tive que ir inúmeras vezes a agência da caixa econômica federalmeu recém nascido ficou gripado devido a agência está lotada e eu não podia deixar com ninguém pois ele precisa de me para amamentarestou esgotadasem saber o que fazer para a caixa econômica federal devolver o dinheiro que é meujá foi comprovado a fraudeao ligar para a central infelizmente o atendimento não conseguiu da maiores informações devido ao sistema da caixa está inoperante no momentoisso após várias tentativas frustrante onde um atendente passa para outro e as vezes desligava o telefone.,5
C6 Bank,venho através dessa pedir a exclusão de meu nome dos órgãos de proteção ao credito,1
Banco Santander,quero ter acesso aos contratos 165656 950 165656 887 65655 198 165655 171 184774 474 196170 439 196289 801 219430 580 219430 580 219457 429 219457 429,1
Caixa Econômica Federal,adquiri um financiamento para reforçaconstrução no ano de 2019 no valor de 20 mil entrou pandemia  não tive condições de honrar os pagamentos virou um acumulo de juros sobre juros fui algumas vezes na agencia da caixa tentar alguma negociação mas sem êxito algum pois a divida se encontra no valor de 106 mil reais e sem possibilidade de parcelamento devido a essa restrição no meu cpf  não consigo levantar crédito no sistema bancário enfim virou uma conta impagavél.,1
Nubank,no dia 31082024 verifiquei o extrato da fatura do cartão de crédito nº xxxx.xxxx.xxxx.8978 na qual constava a cobrança de uma suposta compra no valor de r1.21935 mil e duzentos e dezenove reais e trinta e cinco centavos que foi parcelada em 5 cinco parcelas no valor de r24387 duzentos e quarenta e três reais e oitenta e sete centavos que por mim não é reconhecido pois eu não solicitei e não autorizei terceiros que fizesse a compra oua contratação. diante disso entrei em contato com a instituição bancária solicitei a contestação dos valores conforme email anexos. a instituição reclamada respondeu dizendo que o cartão físico não era mais seguro e por tal motivo outro cartão seria gerado e encaminhado ao meu endereço. todavia no dia 01092024 fui surpreendido com um email da reclamada que após uma análise mais detalhada informaram que optaram pelo cancelamento definitivo de todos os seus produtos nubank além disso informou que para seria necessário iniciar uma nova análise e avaliar a possível liberação do cartão era necessário que todas as compras atuais e futuras fossem pagas o que demandou novos contatos com a reclamada buscando a solução mas sempre otinha a mesma resposta. o envio das faturas não cessaram e para evitar que meu nome fosse incluído no cadastro de inadimplentes efetuei o pagamento de 2 duas faturas no valor de r24387 duzentos e quarenta e três reais e oitenta e sete centavos totalizando o valor de r48774 quatrocentos e oitenta e sete reais e setenta e quatro centavos restando ainda 3 três faturas futuras no valor de r24387 duzentos e quarenta e três reais e oitenta e sete centavos.,5
Caixa Econômica Federal,renegociar um debito com a cef. estive entrando em contato com eles para possível renegociação onde consta que no site do registrato está no valor de r 25300 aproximadamente porem quando fui lá na agencia fui informada que o valor esta em r1.45300 e pagamento para quitação a vista. porem eu não consigo pagar a vista esse valor gostaria de verificar a possibilidade de quitar o valor que aparece no registrato a vista ou então valor dado pela caixa sendo parcelado. no aplicativo aparece como saldo pago no valor de e 85762. quero quitar dentro das minha condições financeiras.,1
Banco Santander,boa tarde no ano de 2021 eu abri uma conta no santander a pedido de uma empresa para fins de receber salario da mesma porem eles me deram limite de credito e cartao de credito e praticamente me obrigaram a fazer um seguro pro caso de aeu ficar desempregado o seguro pagaria ate 6 parcelas do emprestimo e do cartao porem algum tempo depois eu fiquei desempregado e tentei de varias formas acionar esse seguro pra não deixar sujar meu nome ate eu me reempregar mas liguei no banco milhares de veze e apos tentativasfrustradas de acionar o seguro eu desisti hoje o banco esta me cobrando junto ao serasa o valor 1.74177 mil setescentos e quarenta e um reais e setenta e sete sentavos,1
Banco Itaú Unibanco,peço a retirada do meu nome da lista de prejuízo do registrato. não tenho restrições em spc meu escore é bom mas devido essa restrição não tenho acesso ao crédito.,1
Banco Itaú Unibanco,em 22102024 solicitei um extrato no registrato eu havia feito um acordo de pagamento e paguei com desconto. e meu nome conta como prejuízo.,1
Banco Bradesco,boa noite venho aqui pedir ajuda referente ao banco bradesco no ano de 2013 a empresa que eu trabalhava abriu pra gente uma conta no banco bradesco eu me recordo que eu dexei o dinheiro na conta pra quitação do cartão de credito que me deram apos anos eu baixei o app do serasa e vejo que o meu nome se encontra incluso la por causa dessa divida eu ja pageui por isso porem apos tantos anos não tenho mais os comprovantes,1
Banco do Brasil,no dia 30092024 por meio do app shopping bb celular comprei um giftcard da sony para usar na ps store conforme comprovante abaixo. ao receber o código para uso desde o primeiro momento não foi possível utilizálo pois o tempo todo retornava mensagem de erro de que o código estava incorrete. após diversas tentativas sem êxito de usar o referido código entrei em contato com o banco do brasil que informou que o problema era com a sony vide mensagem abaixo. posteriormente em contato com a sony ela disse que o problema era com o banco do brasil. como eu não posso ficar no meio dessa briga em que um empurra para o outro quero simplesmente cancelar a compra já que se encontra dentro do prazo legal e o produto adquirido sequer foi utilizado.,1
Banco Itaú Unibanco,prezados conforme comunicado de superendividamento enviado em demanda aberta anteriormente sob protocolo n 2024547340 venho através deste formalizar minha solicitação de renegociação de dívidas diretamente pelo procon e bacen mais uma vez que não obtive êxito em nenhuma das conversas via telefone e pela agência onde somente me foi oferecido valores que não tenho condições alguma de pagar diante do meu cenário de superendividamento me ofereceram um bom desconto só que a vista não tenho condições de pagar e parcelado com juros altos que fica inviável para mim. sei que os bancos tendem a pedir para que o procon recuse tal demanda mas neste pedido estou seguindo a exata recomendação dada nos moldes do código de defesa do consumidor atualizado pela lei 14.181 em seu artigo 104c. compete concorrente e facultativamente aos órgãos públicos integrantes do sistema nacional de defesa do consumidor a fase conciliatória e preventiva do processo de repactuação de dívidas nos moldes do art. 104a deste código. reforço que nenhuma das minhas propostas eu ofereço pagar menos do que tomei emprestado com as devidas correções pois estou ciente da minha obrigação de pagar o principal emprestado e em nenhum momento tenho intenção premeditada de dar calote ou agir de má fé pois a todo momento venho reforçando através de atos práticos minha boa fé e intenção de negociar de forma que eu consiga pagar minhas obrigações de moradia alimentação saúde e transporte e honrar com as obrigações financeiras e faço isso exatamente para não ter que buscar a justiça pois acredito verdadeiramente que os senhores avaliarão os fatos e estarão dispostos a negociar aqui mesmo na fase conciliatória do superendividamento. com isso esclarecido segue minha proposta de negociação empréstimo contrato 2534851494 _ 10000 reais empréstimo contrato 2584822353 _ 1.60126 reais empréstimo contrato 2588416921 _ 1.86269 reais esses valores tirando o que já foi pago de cada empréstimo. cartão de crédito mastercard final5172 _ 3.56000 limite da conta _  2.93729 totalizando um valor de  10.06124 reais. ofereço proposta para quitar a dívida no valor de r 10.06124 e posso pagar esse valor apenas de forma parcelada em 60x de r 16768 reais gostaria muito de fechar um acordo sem comprometer a manutenção dos itens básicos para minha família e para que consiga um acordo com todos os meus credores.  me coloco a disposição para receber uma contraproposta mas de fato não consigo assumir um valor acima do proposto pois como informei no comunicado anterior hoje no sistema de informações de crédito do banco central  scr minha responsabilidade total em reais é de r13.19244 em um banco e instituição financeira. caso seja necessário posso enviar a vocês texto completo anexado abaixo,4
Caixa Econômica Federal,em julho de 2024 realizei a quitação total de um empréstimo consignado junto à caixa após dois meses da contratação. o valor das parcelas é descontado diretamente do meu contracheque. no entanto mesmo após a quitação o banco continuou realizando os descontos indevidos. em agosto de 2024 entrei em contato com a caixa para solicitar o estorno do valor descontado indevidamente e pedir que parassem os descontos futuros. na ocasião me foi informado que o valor seria estornado e que não haveria mais descontos no meu salário. porém em setembro de 2024 o desconto foi realizado novamente. no dia 2 de outubro de 2024 entrei em contato mais uma vez reiterando o problema. a resposta da caixa foi a seguinte o valor descontado de seu contracheque será repassado à caixa a partir de 07102024 já que o vencimento da parcela é 05102024. dessa forma assim que recebido o valor será devolvido com previsão de crédito em sua conta em até 10 dias úteis. fizemos o comando para que não ocorra mais desconto referente ao contrato quitado. no entanto os 10 dias úteis se passaram e o valor ainda não foi estornado em minha conta. fiz uma nova reclamação via sac mas continuo sem solução. tenho os protocolos das ligações realizadas anteriormente xxx.xxx.xxxxx29546 xxx.xxx.xxxxx15324 e xxx.xxx.xxxxx29546 além dos comprovantes de pagamento da quitação do consignado. mesmo com essas evidências o problema persiste e a caixa não cumpre o que foi prometido. essa situação tem causado prejuízos financeiros significativos pois continuo sendo cobrado indevidamente o que impacta diretamente no meu orçamento mensal. além disso a demora e o descaso no atendimento têm gerado frustração e transtornos desnecessários. gostaria de uma solução imediata para o problema com o estorno dos valores cobrados indevidamente e a certeza de que o erro não se repetirá nos próximos meses.,1
Mercado Pago,efetuado consulta no registrato do banco central consta uma divida em prejuizo pois ja foi quitada gostaraia que a empresa retire meu nome do prejuizo ja tentei contato com o suporte do banco mas sem sucesso segue anexo comprovantes e extrato banco central.,5
Nubank,assunto denúncia  compartilhamento indevido de dados e práticas abusivas de cobrança prezados venho por meio desta formalizar uma denúncia contra o nubank pela prática ilegal de compartilhamento indevido dos meus dados pessoais com empresas terceirizadas de cobrança as quais estão utilizando essas informações para praticar assédio e perseguição em cobranças abusivas. é inadmissível que meus dados pessoais tenham sido repassados sem minha autorização a terceiros violando diretamente a lei geral de proteção de dados lgpd . o compartilhamento de informações confidenciais como meus dados cadastrais a outras empresas sem o meu consentimento fere a lei e a minha privacidade. a utilização dessas informações para a realização de cobranças excessivas e abusivas por parte dessas empresas terceirizadas agrava ainda mais a situação constituindo uma prática vexatória e ilegal. a proteção de dados é um direito fundamental e neste caso foi totalmente desrespeitada pelo nubank. reitero que o banco tem a responsabilidade de garantir a segurança dos dados de seus clientes e evitar que essas informações sejam utilizadas de maneiras inconvenientes e prejudiciais. solicito que medidas sejam tomadas imediatamente para cessar o compartilhamento indevido dos meus dados pessoais e o fim do assédio de cobranças abusivas. além disso exijo uma explicação detalhada sobre os procedimentos adotados pela empresa para garantir que essa violação não seja repita bem como quais ações estão sendo tomadas para responsabilizar os envolvidos. caso essa situação não seja resolvida de forma satisfatória não hesitei em buscar meus direitos pelas vias judiciais e administrativas inclusive com a denúncia aos órgãos de proteção ao consumidor e autoridades competentes. aguardo retorno urgente com as devidas exceções.,1
C6 Bank,tentei cancelar a conta do c6 mas estou com saldo negativo de 441 tenho 63295 pontos átomos que servem como cashback e gostaria de resgatar para quitar o saldo negativo e assim cancelar minha conta c6. esqueci minha senha de 4 dígitos de confirmação para resgatar autonomamente esse cashback e não estou conseguindo falar com atendente por nenhum canal de comunicação. tanto o chat quando na ligação de ouvidoria e sac não me é fornecido a opção para falar com atendente humano e só me orientam para resolver pelo aplicativo que não entende minha demanda. em anexo segue prints das tentativas de contato sem sucesso.,4
Caixa Econômica Federal,fiz o pagamento com o desconto oferecido pelo banco e ainda assim tenho dois protestos no meu nome impedindo meu credito para qualquer tipo de financiamento seja cartão de crédito ou outros tipos de financiamento. a minha questão é se fosse para eu ficar com credito bloqueado aceitando o acordo porque me ofereceram o acordo. não fez nenhuma diferença o pagamento pois vou ficar inadimplente pelo mesmo tempo que ficaria se não pagasse nada. não faz sentido.,4
Banco do Brasil,solicitei a portabilidade da minha pensão para o mercadopago mas recebi a mensagem deles de que o banco do brasil não aceitou a portabilidade olá rita de cassia. você não recebeu o salário em sua conta do mercado pago porque o seu pedido de portabilidade salarial foi recusado porque sua conta não permite não transferência. após ajustar o que for necessário poderá seguir com um novo pedido de portabilidade. para fazer um novo pedido você precisa ter uma conta salário no banco em que a empresa deposita seu salário. ter os dados de cnpj e banco corretos para preencher o formulário de pedido. se tiver dúvidas em relação a esses dados entre em contato com o rh da empresa atual. não ter dívidas com o mercado pago ou mercado livre. usar os dados de pessoa física da sua conta mercado pago. a aprovação do pedido pode levar até 10 dias úteis te avisaremos por email e você pode conferir a situação do pedido no app. a portabilidade é feito por autogestão único pode pedir solicitação de portabilidade somente você. enviamos essa resposta também através da plataforma consumidor.gov. se ainda tiver dúvidas sobre esse tema basta responder a esse email ou interagir na plataforma em até 20 dias. francielle l mercado pago gostaria de saber por qual motivo a portabilidade da pensão foi recusada e o que deve ser feito para que a portabilidade seja efetivada.,5
Banco Bradesco,dívida negociada e devidamente paga. solicito retirar meu nome do registrato.,4
Banco Itaú Unibanco,dívida negociada e devidamente paga. solicito retirar meu nome do registrato.,4
Nubank,já tentei inúmeras vezes fazer a transferência para o inter na conta xxxxxx sob a minha titularidade cpf xxx.xxx.xxxxx e sempre dar erro. quero fazer a portabilidade dos investimentos para o inter.,5
Banco Santander,prezados conforme comunicado de superendividamento enviado em demanda aberta anteriormente sob protocolo n 2024876303 do comunicado de superendividamento venho através deste formalizar minha solicitação de renegociação de dívidas diretamente pelo procon e bacen uma vez que não obtive êxito em nenhuma das conversas via telefone e pela agência onde somente me foi oferecido valores que não tenho condições alguma de pagar diante do meu cenário de superendividamento sei que os bancos tendem a pedir para que o procon recuse tal demanda mas neste pedido estou seguindo a exata recomendação dada nos moldes do código de defesa do consumidor atualizado pela lei 14.181 em seu artigo 104c. compete concorrente e facultativamente aos órgãos públicos integrantes do sistema nacional de defesa do consumidor a fase conciliatória e preventiva do processo de repactuação de dívidas nos moldes do art. 104a deste código. reforço que nenhuma das minhas propostas eu ofereço pagar menos do que tomei emprestado com as devidas correções pois estou ciente da minha obrigação de pagar o principal emprestado e em nenhum momento tenho intenção premeditada de dar calote ou agir de má fé pois a todo momento venho reforçando através de atos práticos minha boa fé e intenção de negociar de forma que eu consiga pagar minhas obrigações de moradia alimentação saúde e transporte e honrar com as obrigações financeiras e faço isso exatamente para não ter que buscar a justiça pois acredito verdadeiramente que os senhores avaliarão os fatos e estarão dispostos a negociar aqui mesmo na fase conciliatória do superendividamento. com isso esclarecido segue minha proposta de negociação dados da dívida preencher os dados da dívida e se for mais de uma relacionar todas e fazer uma proposta com base na soma dos valores alvos das dívidas ofereço proposta para quitar a dívida de cartão de credito no valor de r 13.11930  e posso pagar esse valor apenas de forma parcelada em 60 x de r 21800 sem juros e o limite de conta corrente no valor de r 1.00000 e posso pagar esse valor apenas de forma parcelada em 10 x de r 10000 sem juros sem comprometer a manutenção dos itens básicos para minha família e para que consiga um acordo com todos os meus credores.,5
Nubank,no dia 13 de outubro de 2024 fiz uma negociação do meu cartão achando que o limite do meu cartão seria liberado. valor que foi negociado r 1.37844 valor das entrada r 7185 valor das parcelas r 21585 número de parcelas 12 valor do juros r 1175 ao mês 27929 valor total a ser pago 2.59015 no mesmo dia que a negociação foi feita o valor da entrada foi pago e a negociação foiconfirmada pelo nubank ocorre que o limite não foi liberado. como o limite não foi liberadoentrei em atendimento via chat e solicitei o cancelamento da negociação o nubank pediu o prazo de 5 dias úteis para dar uma resposta no dia 16 de outubro de 2024 entrei em contato com o nubank via chat e perguntei se ele tinha algum parecer sobre o cancelamento da negociação o nubank respondeu que a negociação está consolidada na fatura e que não é possível alterala ou cancelala. o artigo 49 do cdc prevê o cancelamento no prazo de 7 dias a contar de sua assinatura formalização da negociação. vale ressaltar que a solicitação de cancelamento foi feita no mesmo dia da negociação.,3
Nubank,venho por meio desta registrar minha insatisfação em relação aos juros praticados pela nubank. recentemente notei que os valores cobrados sobre o crédito rotativo e parcelamentos estão extremamente altos tornando a dívida praticamente impagável. a taxa aplicada ultrapassa o que considero justo e razoável ainda mais em um momento econômico delicado para muitos clientes. é compreensível que haja cobrança de juros mas os percentuais atuais estão muito acima do que outras instituições financeiras oferecem no mercado. essa prática compromete a credibilidade da empresa que sempre se destacou por uma postura inovadora e transparente.,1
Banco do Brasil,estou entrando em contato referente a solicitação da via do meu contrato. por diversas vezes venho solicitando com a empresa e a mesma não envia. a empresa alega enviar em meu email mas até o momento não recebi não consta na caixa de entrada nem spam nem lixo eletrônico. peço por gentiliza de vocês anexarem na plataforma.,1
Banco Inter (Banco Intermedium),em contato com a central de cobrança me propuseram o pagamento de parcela antiga e garantia de retirada de restrição de dívida no serasa. o que não ocorreu até o momento.,4
Banco do Brasil,prezados conforme resolução nº 4.790 de 26 de março de 2020 capítulo iv solicito que seja definitivamente cancelada toda e qualquer autorização de desconto automático em conta de qualquer natureza salário corrente ou poupança. capítulo iv do cancelamento da autorização de débitos art. 6º é assegurado ao titular da conta o direito de cancelar a autorização de débitos. parágrafo único. o cancelamento da autorização de débitos em conta pode ser formalizado na instituição depositária ou por meio da instituição destinatária. para evitar maiores transtornos de conflito entre resoluções reforço que antes da vigência da resolução 47902020 tínhamos em plenos efeitos a resolução 36952009 que inclusive serviu como base para a resolução do ano de 2020 resolução bacen nº 3.695 de 26032009 art. 3º é vedada às instituições financeiras a realização de débitos em contas de depósitos sem prévia autorização do cliente.  1º a autorização referida no caput deve ser fornecida por escrito ou por meio eletrônico com estipulação de prazo de validade que poderá ser indeterminado admitida a sua previsão no próprio instrumento contratual de abertura da conta de depósitos.  2º o cancelamento da autorização referida no caput deve surtir efeito a partir da data definida pelo cliente ou na sua falta a partir da data do recebimento pela instituição financeira do pedido pertinente dessa forma desde 2009 temos resoluções do banco central do brasil que autorizam o cancelamento de débito automático em conta. portanto reforço que antes de qualquer negativa os senhores avaliem e remetam esse pedido às áreas superiores do banco e aqui reforço meu pedido solicito o cancelamento de todos os débitos automáticos realizados em minha conta corrente salário ou poupança referente a contratos firmados após o ano de 2009. solicito também por meio deste requerimento que todos os meus contratos de característica de crédito direto ao consumidor sem consignação em folha de pagamento tenham suas autorizações de débito em conta canceladas e que a partir da próxima parcela eu tenha o direito de pagar as referidas parcelas via boleto bancário ou diretamente na boca do caixa de qualquer agência da instituição. é do meu conhecimento que apesar das incontáveis decisões judiciais que garantem esse direito ao consumidor os bancos negam tal solicitação então quero reforçar que tenho pleno conhecimento da existência da resolução n.º 4790 do bacen da resolução nº 3.695 de 26032009 e que a qualquer tempo posso cancelar uma solicitação anterior de autorização de débito em conta,5
Mercado Pago,22102024 1617 ediules nova quest assessoria mercado pago prezados essa empresa acima citada tem me ligado incessantemente para falar sobre algo que não é meu. estão procurando o renô que é um conhecido mas não tenho nenhuma pendencia financeira com ele ou com o mercado pago. essa empresa me liga de 5 a 12 vezes por dia me atrapalhando no trabalho e no meu descanso. entrei em contato com o renô e pedi o cpf dele para que eu pudesse atender a ligação e falar com os mesmo para não me ligarem porém o educado atendente ediules desligou na minha cara antes mesmo que eu pudesse falar sobre isso as ligações no meu telefone são gravadas tenho dia horário nome tudo registrado. abro essa reclamação pois já bloqueei mais de 50 números e continuam me ligando deixo aqui manifestado que qualquer ligação a partir de hoje buscarei meios jurídicos para que isso não aconteça mais.,5
Nubank,ao pagar uma dívida com desconto o banco enviou meu nome pro scr como prejuízo e está me prejudicando a conseguir crédito. se o banco quis fazer acordo comigo não posso ser prejudicado segundo entendimento do stj. solicito a imediata retirado do meu nome sobe pena de ajuizar ação de indenização.,3
Banco do Brasil,consta no meu contrato de empréstimo consignado n 165.464 um seguro no valor de r 9.59532 o qual não contratei.,5
